formula,target,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber
Rb2Sc1In1Cl6,-2.157584500956,17,49,32,24.6,9.84,17,4,94,90,65.8,35.68,94,35.453,114.818,79.365,54.3427512,24.54506928,35.453,171.6,1814.0,1642.4,389.827,292.8192,171.6,1,17,16,12.0,6.2,17,3,5,2,3.7,0.84,3,102,220,118,136.4,41.28,102,0.82,3.16,2.34,2.374,0.9432,3.16,1,2,1,1.8,0.32,2,0,5,5,3.1,2.28,5,0,10,10,1.1,1.78,0,0,0,0,0.0,0.0,0,1,13,12,6.0,2.6,7,0,1,1,0.2,0.32,0,0,5,5,1.1,0.78,1,0,9,9,0.9,1.62,0,0,0,0,0.0,0.0,0,1,9,8,2.2,1.92,1,22.235,90.7225,68.4875,37.4925,21.292,24.4975,0,2.493,2.493,1.4958,1.19664,2.493,0,6.35e-06,6.35e-06,6.35e-07,1.143e-06,0,64,229,165,117.5,64.2,64
Na2Tl1Ag1F6,-2.15662420304733,9,81,72,20.4,17.44,9,2,93,91,70.3,28.38,93,18.9984032,204.3833,185.3848968,47.222145776,43.5614416896,18.9984032,53.5,1234.93,1181.43,287.467,280.7604,53.5,1,17,16,12.8,5.08,17,2,6,4,2.9,1.08,2,57,166,109,96.4,47.28,57,0.93,3.98,3.05,2.929,1.2612,3.98,1,2,1,1.7,0.42,2,0,5,5,3.1,2.28,5,0,10,10,2.0,3.2,0,0,14,14,1.4,2.52,0,1,27,26,8.2,4.32,7,0,1,1,0.3,0.42,0,0,5,5,1.1,0.78,1,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,1,5,4,1.4,0.72,1,9.7075,29.2433333333,19.5358333333,15.99716666666,7.547599999992,9.7075,0,1.97,1.97,1.182,0.9456,1.97,0,0.0,0.0,0.0,0.0,0,15,229,214,96.7,98.04,15
Cs2Na1Al1Cl6,-2.15581141504221,11,55,44,23.6,12.56,17,2,94,92,64.9,36.54,94,22.98976928,132.9054519,109.91568262,52.850021168,32.0221722928,35.453,171.6,933.47,761.87,293.712,146.5344,171.6,1,17,16,11.8,6.48,17,3,6,3,3.6,0.96,3,102,244,142,138.7,47.58,102,0.79,3.16,2.37,2.308,1.0224,3.16,1,2,1,1.7,0.42,2,0,5,5,3.1,2.28,5,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,1,7,6,4.8,2.64,7,0,1,1,0.3,0.42,0,0,5,5,1.1,0.78,1,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,1,5,4,1.4,0.72,1,16.48,115.765,99.285,42.42383333333,29.336466666668,24.4975,0,2.493,2.493,1.4958,1.19664,2.493,0,0.0,0.0,0.0,0.0,0,64,229,165,129.6,78.72,64
Rb2Hg1Ir1F6,-2.154760706214,9,80,71,28.5,23.4,9,4,93,89,69.7,28.22,93,18.9984032,200.59,181.5915968,67.77330192,58.529878464,18.9984032,53.5,2739.0,2685.5,391.924,469.4152,53.5,1,17,16,12.5,5.4,17,2,6,4,3.4,1.68,2,57,220,163,105.5,58.2,57,0.82,3.98,3.16,2.972,1.2096,3.98,1,2,1,1.8,0.32,2,0,5,5,3.0,2.4,5,0,10,10,1.7,2.72,0,0,14,14,2.8,4.48,0,1,26,25,9.3,6.08,7,0,1,1,0.2,0.32,0,0,1,1,0.6,0.48,1,0,3,3,0.3,0.54,0,0,0,0,0.0,0.0,0,0,3,3,1.1,0.38,1,9.7075,90.7225,81.015,27.91375862069,25.123496551724,9.7075,0,1.97,1.97,1.182,0.9456,1.97,0,0.0,0.0,0.0,0.0,0,15,229,214,93.9,94.68,15
K2Sc1Tl1Cl6,-2.154750481056,17,81,64,24.2,11.36,17,3,94,91,65.7,36.02,94,35.453,204.3833,168.9303,54.0253812,30.07158376,35.453,171.6,1814.0,1642.4,409.366,314.4536,171.6,1,17,16,12.0,6.2,17,3,6,3,3.6,0.72,3,102,203,101,133.3,37.56,102,0.82,3.16,2.34,2.358,0.9624,3.16,1,2,1,1.8,0.32,2,0,5,5,3.1,2.28,5,0,10,10,1.1,1.78,0,0,14,14,1.4,2.52,0,1,27,26,7.4,3.92,7,0,1,1,0.2,0.32,0,0,5,5,1.1,0.78,1,0,9,9,0.9,1.62,0,0,0,0,0.0,0.0,0,1,9,8,2.2,1.92,1,22.235,73.1066666667,50.8716666667,34.23433333334,15.548933333344,24.4975,0,2.493,2.493,1.4958,1.19664,2.493,0,6.35e-06,6.35e-06,6.35e-07,1.143e-06,0,64,229,165,123.0,70.8,64
Rb2Sm1Ag1Cl6,-2.15303586012267,17,62,45,28.5,13.8,17,4,94,90,66.0,33.6,94,35.453,150.36,114.907,64.18818,34.482216,35.453,171.6,1345.0,1173.4,423.445,346.608,171.6,1,17,16,11.8,6.24,17,3,6,3,3.9,1.08,3,102,220,118,139.5,45.0,102,0.82,3.16,2.34,2.37,0.948,3.16,1,2,1,1.7,0.42,2,0,5,5,3.0,2.4,5,0,10,10,1.0,1.8,0,0,6,6,0.6,1.08,0,1,11,10,6.3,2.12,7,0,1,1,0.3,0.42,0,0,1,1,0.6,0.48,1,0,0,0,0.0,0.0,0,0,8,8,0.8,1.44,0,1,8,7,1.7,1.26,1,16.33,90.7225,74.3925,37.799,21.1694,24.4975,0,2.493,2.493,1.4958,1.19664,2.493,0,0.0,0.0,0.0,0.0,0,64,229,165,123.3,71.16,64
Cs2Dy1Cu1Cl6,-2.15121915454221,17,66,49,30.7,16.78,17,5,94,89,66.9,32.52,94,35.453,162.5,127.047,70.45749038,43.387686532,35.453,171.6,1685.0,1513.4,467.555,421.532,171.6,1,17,16,11.8,6.24,17,3,6,3,4.0,1.2,3,102,244,142,142.4,50.56,102,0.79,3.16,2.37,2.366,0.9528,3.16,1,2,1,1.7,0.42,2,0,5,5,3.0,2.4,5,0,10,10,1.0,1.8,0,0,10,10,1.0,1.8,0,1,12,11,6.7,2.28,7,0,1,1,0.3,0.42,0,0,1,1,0.6,0.48,1,0,0,0,0.0,0.0,0,0,4,4,0.4,0.72,0,1,4,3,1.3,0.54,1,11.07,115.765,104.695,42.0825,29.473,24.4975,0,2.493,2.493,1.4958,1.19664,2.493,0,0.0,0.0,0.0,0.0,0,64,229,165,126.1,74.52,64
K1Rb2Al1Cl6,-2.150505213756,13,37,24,20.8,6.48,17,3,94,91,64.8,36.68,94,26.9815386,85.4678,58.4862614,44.97334386,16.197782456,35.453,171.6,933.47,761.87,292.452,145.0224,171.6,1,17,16,11.8,6.48,17,3,5,2,3.5,0.7,3,102,220,118,137.6,46.04,102,0.82,3.16,2.34,2.303,1.0284,3.16,1,2,1,1.7,0.42,2,0,5,5,3.1,2.28,5,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,1,7,6,4.8,2.64,7,0,1,1,0.3,0.42,0,0,5,5,1.1,0.78,1,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,1,5,4,1.4,0.72,1,16.48,90.7225,74.2425,41.80166666667,25.829333333338,24.4975,0,2.493,2.493,1.4958,1.19664,2.493,0,0.0,0.0,0.0,0.0,0,64,229,165,129.6,78.72,64
Cs2Tm1Cu1Cl6,-2.14955118987554,17,69,52,31.0,17.2,17,5,94,89,67.5,31.8,94,35.453,168.93421,133.48121,71.10091138,44.288475932,35.453,171.6,1818.0,1646.4,480.855,442.812,171.6,1,17,16,11.8,6.24,17,3,6,3,4.0,1.2,3,102,244,142,142.2,50.28,102,0.79,3.16,2.37,2.369,0.9492,3.16,1,2,1,1.7,0.42,2,0,5,5,3.0,2.4,5,0,10,10,1.0,1.8,0,0,13,13,1.3,2.34,0,1,15,14,7.0,2.4,7,0,1,1,0.3,0.42,0,0,1,1,0.6,0.48,1,0,0,0,0.0,0.0,0,0,1,1,0.1,0.18,0,1,1,0,1.0,0.0,1,11.07,115.765,104.695,41.9365,29.5314,24.4975,0,2.493,2.493,1.4958,1.19664,2.493,0,0.0,0.0,0.0,0.0,0,64,229,165,126.1,74.52,64
Cs2Er1Cu1Cl6,-2.14962634154221,17,68,51,30.9,17.06,17,5,94,89,67.3,32.04,94,35.453,167.259,131.806,70.93339038,44.053946532,35.453,171.6,1770.0,1598.4,476.055,435.132,171.6,1,17,16,11.8,6.24,17,3,6,3,4.0,1.2,3,102,244,142,142.1,50.14,102,0.79,3.16,2.37,2.368,0.9504,3.16,1,2,1,1.7,0.42,2,0,5,5,3.0,2.4,5,0,10,10,1.0,1.8,0,0,12,12,1.2,2.16,0,1,14,13,6.9,2.36,7,0,1,1,0.3,0.42,0,0,1,1,0.6,0.48,1,0,0,0,0.0,0.0,0,0,2,2,0.2,0.36,0,1,2,1,1.1,0.18,1,11.07,115.765,104.695,42.017,29.4992,24.4975,0,2.493,2.493,1.4958,1.19664,2.493,0,0.0,0.0,0.0,0.0,0,64,229,165,126.1,74.52,64
K2Hg1Pd1F6,-2.148529064314,9,80,71,21.8,16.48,9,3,93,90,69.7,28.22,93,18.9984032,200.59,181.5915968,49.91970192,41.434119232,18.9984032,53.5,1828.05,1774.55,305.643,316.8362,53.5,1,17,16,12.6,5.28,17,2,6,4,3.1,1.32,2,57,203,146,101.9,53.88,57,0.82,3.98,3.16,2.972,1.2096,3.98,0,2,2,1.6,0.56,2,0,5,5,3.0,2.4,5,0,10,10,2.0,3.2,0,0,14,14,1.4,2.52,0,1,26,25,8.0,4.0,7,0,1,1,0.2,0.32,0,0,1,1,0.6,0.48,1,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,1,1,0.8,0.32,1,9.7075,73.1066666667,63.3991666667,24.41059195403,19.643828735642,9.7075,0,1.97,1.97,1.182,0.9456,1.97,0,0.0,0.0,0.0,0.0,0,15,229,214,93.9,94.68,15
Cs2Tb1Cu1Cl6,-2.14913393954221,17,65,48,30.6,16.64,17,5,94,89,66.7,32.76,94,35.453,158.92535,123.47235,70.10002538,42.887235532,35.453,171.6,1629.0,1457.4,461.955,412.572,171.6,1,17,16,11.8,6.24,17,3,6,3,4.0,1.2,3,102,244,142,142.6,50.84,102,0.79,3.16,2.37,2.365,0.954,3.16,1,2,1,1.7,0.42,2,0,5,5,3.0,2.4,5,0,10,10,1.0,1.8,0,0,9,9,0.9,1.62,0,1,11,10,6.6,2.24,7,0,1,1,0.3,0.42,0,0,1,1,0.6,0.48,1,0,0,0,0.0,0.0,0,0,5,5,0.5,0.9,0,1,5,4,1.4,0.72,1,11.07,115.765,104.695,42.13216666667,29.453133333332,24.4975,0,2.493,2.493,1.4958,1.19664,2.493,0,0.0,0.0,0.0,0.0,0,64,229,165,126.1,74.52,64
Cs2Y1Cu1Cl6,-2.14790186987554,17,55,38,28.0,13.2,17,5,94,89,65.0,34.8,94,35.453,132.9054519,97.4524519,63.09807538,33.174090456,35.453,171.6,1799.0,1627.4,478.955,439.772,171.6,1,17,16,11.8,6.24,17,3,6,3,3.9,1.08,3,102,244,142,142.2,50.28,102,0.79,3.16,2.37,2.366,0.9528,3.16,1,2,1,1.7,0.42,2,0,5,5,3.0,2.4,5,0,10,10,1.1,1.78,0,0,0,0,0.0,0.0,0,1,11,10,5.8,2.48,7,0,1,1,0.3,0.42,0,0,1,1,0.6,0.48,1,0,9,9,0.9,1.62,0,0,0,0,0.0,0.0,0,1,9,8,1.8,1.44,1,11.07,115.765,104.695,42.195,29.428,24.4975,0,2.493,2.493,1.4958,1.19664,2.493,0,0.0,0.0,0.0,0.0,0,64,229,165,126.1,74.52,64
Rb2Cu1Au1F6,-2.144666704214,9,79,70,23.6,17.52,9,4,93,89,69.6,28.08,93,18.9984032,196.966569,177.9681658,54.54385882,42.654546744,18.9984032,53.5,1357.77,1304.27,364.102,393.3792,53.5,1,17,16,12.6,5.28,17,2,6,4,3.2,1.44,2,57,220,163,105.0,57.6,57,0.82,3.98,3.16,2.996,1.1808,3.98,1,2,1,1.6,0.48,2,0,5,5,3.0,2.4,5,0,10,10,2.0,3.2,0,0,14,14,1.4,2.52,0,1,25,24,8.0,4.0,7,0,1,1,0.4,0.48,0,0,1,1,0.6,0.48,1,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,1,1,0,1.0,0.0,1,9.7075,90.7225,81.015,26.746,25.5906,9.7075,0,1.97,1.97,1.182,0.9456,1.97,0,0.0,0.0,0.0,0.0,0,15,229,214,99.8,101.76,15
Na2Sb1Au1F6,-2.144600380214,9,79,70,20.6,17.76,9,2,93,91,71.3,28.78,93,18.9984032,196.966569,177.9681658,47.869652676,44.5974527296,18.9984032,53.5,1337.33,1283.83,330.385,332.262,53.5,1,17,16,13.0,5.2,17,2,6,4,2.9,1.08,2,57,166,109,94.9,45.48,57,0.93,3.98,3.05,3.033,1.1364,3.98,1,2,1,1.7,0.42,2,0,5,5,3.3,2.04,5,0,10,10,2.0,3.2,0,0,14,14,1.4,2.52,0,1,25,24,8.4,4.64,7,0,1,1,0.3,0.42,0,0,3,3,0.9,0.54,1,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,1,3,2,1.2,0.36,1,9.7075,31.56,21.8525,16.49916666666,8.149999999992,9.7075,0,1.97,1.97,1.182,0.9456,1.97,0,0.0,0.0,0.0,0.0,0,15,229,214,93.9,94.68,15
K2Cu1Au1F6,-2.145384336314,9,79,70,20.0,13.6,9,3,93,90,69.4,28.32,93,18.9984032,196.966569,177.9681658,45.26995882,33.994530272,18.9984032,53.5,1357.77,1304.27,368.916,391.4536,53.5,1,17,16,12.6,5.28,17,2,6,4,3.0,1.2,2,57,203,146,101.6,53.52,57,0.82,3.98,3.16,2.996,1.1808,3.98,1,2,1,1.6,0.48,2,0,5,5,3.0,2.4,5,0,10,10,2.0,3.2,0,0,14,14,1.4,2.52,0,1,25,24,8.0,4.0,7,0,1,1,0.4,0.48,0,0,1,1,0.6,0.48,1,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,1,1,0,1.0,0.0,1,9.7075,73.1066666667,63.3991666667,23.22283333334,19.953533333344,9.7075,0,1.97,1.97,1.182,0.9456,1.97,0,0.0,0.0,0.0,0.0,0,15,229,214,99.8,101.76,15
Rb2Nd1Ag1Cl6,-2.14318086378933,17,60,43,28.3,13.56,17,4,94,90,65.6,34.08,94,35.453,144.242,108.789,63.57638,33.748056,35.453,171.6,1294.0,1122.4,418.345,338.448,171.6,1,17,16,11.8,6.24,17,3,6,3,3.9,1.08,3,102,220,118,139.8,45.36,102,0.82,3.16,2.34,2.367,0.9516,3.16,1,2,1,1.7,0.42,2,0,5,5,3.0,2.4,5,0,10,10,1.0,1.8,0,0,4,4,0.4,0.72,0,1,11,10,6.1,2.06,7,0,1,1,0.3,0.42,0,0,1,1,0.6,0.48,1,0,0,0,0.0,0.0,0,0,10,10,1.0,1.8,0,1,10,9,1.9,1.62,1,16.33,90.7225,74.3925,37.957,21.1062,24.4975,0,2.493,2.493,1.4958,1.19664,2.493,0,0.0,0.0,0.0,0.0,0,64,229,165,126.1,74.52,64
Li2Cu1As1F6,-2.14114032304733,3,33,30,12.2,7.52,9,1,93,92,70.8,29.28,93,6.941,74.9216,67.9806,26.63400192,17.039919232,18.9984032,53.5,1357.77,1304.27,367.615,376.938,53.5,1,17,16,13.0,5.2,17,2,4,2,2.4,0.64,2,57,132,75,84.9,33.48,57,0.98,3.98,3.0,2.992,1.1856,3.98,1,2,1,1.7,0.42,2,0,5,5,3.3,2.04,5,0,10,10,2.0,3.2,0,0,0,0,0.0,0.0,0,1,15,14,7.0,2.4,7,0,1,1,0.3,0.42,0,0,3,3,0.9,0.54,1,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,1,3,2,1.2,0.36,1,9.7075,22.175,12.4675,12.46766666666,3.591733333324,9.7075,0,1.97,1.97,1.182,0.9456,1.97,0,0.0,0.0,0.0,0.0,0,15,229,214,93.9,94.68,15
Cs2Sm1Cu1Cl6,-2.14021011187554,17,62,45,30.3,16.22,17,5,94,89,66.1,33.48,94,35.453,150.36,114.907,69.24349038,41.688086532,35.453,171.6,1357.77,1186.17,433.555,367.132,171.6,1,17,16,11.8,6.24,17,3,6,3,4.0,1.2,3,102,244,142,143.0,51.4,102,0.79,3.16,2.37,2.361,0.9588,3.16,1,2,1,1.7,0.42,2,0,5,5,3.0,2.4,5,0,10,10,1.0,1.8,0,0,6,6,0.6,1.08,0,1,11,10,6.3,2.12,7,0,1,1,0.3,0.42,0,0,1,1,0.6,0.48,1,0,0,0,0.0,0.0,0,0,8,8,0.8,1.44,0,1,8,7,1.7,1.26,1,11.07,115.765,104.695,42.2815,29.3934,24.4975,0,2.493,2.493,1.4958,1.19664,2.493,0,0.0,0.0,0.0,0.0,0,64,229,165,123.3,71.16,64
Cs2Sc1Ag1Cl6,-2.13964534937554,17,55,38,28.0,14.6,17,5,94,89,65.0,34.8,94,35.453,132.9054519,97.4524519,63.13530158,36.854639812,35.453,171.6,1814.0,1642.4,468.171,422.5176,171.6,1,17,16,11.8,6.24,17,3,6,3,3.9,1.08,3,102,244,142,141.5,47.4,102,0.79,3.16,2.37,2.383,0.9324,3.16,1,2,1,1.7,0.42,2,0,5,5,3.0,2.4,5,0,10,10,1.1,1.78,0,0,0,0,0.0,0.0,0,1,11,10,5.8,2.48,7,0,1,1,0.3,0.42,0,0,1,1,0.6,0.48,1,0,9,9,0.9,1.62,0,0,0,0,0.0,0.0,0,1,9,8,1.8,1.44,1,16.33,115.765,99.435,41.708,29.6228,24.4975,0,2.493,2.493,1.4958,1.19664,2.493,0,6.35e-06,6.35e-06,6.35e-07,1.143e-06,0,64,229,165,126.1,74.52,64
Na2Tl1Hg1F6,-2.138573935714,9,81,72,23.7,22.72,9,2,93,91,70.9,27.56,93,18.9984032,204.3833,185.3848968,56.494325776,58.3969296896,18.9984032,53.5,577.0,523.5,187.406,160.6872,53.5,1,17,16,12.9,4.94,17,2,6,4,3.0,1.2,2,57,166,109,95.1,45.72,57,0.93,3.98,3.05,2.936,1.2528,3.98,1,2,1,1.8,0.32,2,0,5,5,3.1,2.28,5,0,10,10,2.0,3.2,0,0,14,14,2.8,4.48,0,1,27,26,9.7,6.72,7,0,1,1,0.2,0.32,0,0,5,5,1.1,0.78,1,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,5,5,1.3,0.74,1,9.7075,29.2433333333,19.5358333333,16.88792528735,8.61651034482,9.7075,0,1.97,1.97,1.182,0.9456,1.97,0,0.0,0.0,0.0,0.0,0,15,229,214,90.8,90.96,15
K2Tm1Ag1Cl6,-2.13678447322267,17,69,52,25.6,12.96,17,3,94,91,67.2,32.16,94,35.453,168.93421,133.48121,56.771701,32.6518016,35.453,171.6,1818.0,1646.4,475.559,420.3624,171.6,1,17,16,11.8,6.24,17,3,6,3,3.7,0.84,3,102,203,101,135.3,39.96,102,0.82,3.16,2.34,2.378,0.9384,3.16,1,2,1,1.7,0.42,2,0,5,5,3.0,2.4,5,0,10,10,1.0,1.8,0,0,13,13,1.3,2.34,0,1,15,14,7.0,2.4,7,0,1,1,0.3,0.42,0,0,1,1,0.6,0.48,1,0,0,0,0.0,0.0,0,0,1,1,0.1,0.18,0,1,1,0,1.0,0.0,1,16.33,73.1066666667,56.7766666667,33.93083333334,15.670333333344,24.4975,0,2.493,2.493,1.4958,1.19664,2.493,0,0.0,0.0,0.0,0.0,0,64,229,165,126.1,74.52,64
K2La1Ag1Cl6,-2.13656243038933,17,57,40,24.4,11.04,17,3,94,91,64.8,35.08,94,35.453,138.90547,103.45247,53.768827,27.8472032,35.453,171.6,1234.93,1063.33,413.059,320.3624,171.6,1,17,16,11.8,6.24,17,3,6,3,3.7,0.84,3,102,207,105,137.0,42.0,102,0.82,3.16,2.34,2.363,0.9564,3.16,1,2,1,1.7,0.42,2,0,5,5,3.0,2.4,5,0,10,10,1.1,1.78,0,0,0,0,0.0,0.0,0,1,11,10,5.8,2.48,7,0,1,1,0.3,0.42,0,0,1,1,0.6,0.48,1,0,9,9,0.9,1.62,0,0,0,0,0.0,0.0,0,1,9,8,1.8,1.44,1,16.33,73.1066666667,56.7766666667,34.64258333334,15.836616666676,24.4975,0,2.493,2.493,1.4958,1.19664,2.493,0,0.0,0.0,0.0,0.0,0,64,229,165,126.1,74.52,64
Rb2Pr1Ag1Cl6,-2.13737339128933,17,59,42,28.2,13.44,17,4,94,90,65.4,34.32,94,35.453,140.90765,105.45465,63.242945,33.347934,35.453,171.6,1234.93,1063.33,409.345,324.048,171.6,1,17,16,11.8,6.24,17,3,6,3,3.9,1.08,3,102,220,118,140.0,45.6,102,0.82,3.16,2.34,2.366,0.9528,3.16,1,2,1,1.7,0.42,2,0,5,5,3.0,2.4,5,0,10,10,1.0,1.8,0,0,3,3,0.3,0.54,0,1,11,10,6.0,2.2,7,0,1,1,0.3,0.42,0,0,1,1,0.6,0.48,1,0,0,0,0.0,0.0,0,0,11,11,1.1,1.98,0,1,11,10,2.0,1.8,1,16.33,90.7225,74.3925,38.0435,21.0716,24.4975,0,2.493,2.493,1.4958,1.19664,2.493,0,0.0,0.0,0.0,0.0,0,64,229,165,126.1,74.52,64
K2Lu1Ag1Cl6,-2.13642781588933,17,71,54,25.8,13.28,17,3,94,91,67.6,31.68,94,35.453,174.9668,139.5138,57.37496,33.617016,35.453,171.6,1936.0,1764.4,487.359,439.2424,171.6,1,17,16,11.8,6.24,17,3,6,3,3.7,0.84,3,102,203,101,135.0,39.6,102,0.82,3.16,2.34,2.38,0.936,3.16,1,2,1,1.7,0.42,2,0,5,5,3.0,2.4,5,0,10,10,1.1,1.78,0,0,14,14,1.4,2.52,0,1,17,16,7.2,2.72,7,0,1,1,0.3,0.42,0,0,1,1,0.6,0.48,1,0,9,9,0.9,1.62,0,0,0,0,0.0,0.0,0,1,9,8,1.8,1.44,1,16.33,73.1066666667,56.7766666667,33.83933333334,15.706933333344,24.4975,0,2.493,2.493,1.4958,1.19664,2.493,0,0.0022471,0.0022471,0.00022471,0.000404478,0,64,229,165,126.1,74.52,64
K2Er1Ag1Cl6,-2.13490436288933,17,68,51,25.5,12.8,17,3,94,91,67.0,32.4,94,35.453,167.259,131.806,56.60418,32.383768,35.453,171.6,1770.0,1598.4,470.759,412.6824,171.6,1,17,16,11.8,6.24,17,3,6,3,3.7,0.84,3,102,203,101,135.2,39.84,102,0.82,3.16,2.34,2.377,0.9396,3.16,1,2,1,1.7,0.42,2,0,5,5,3.0,2.4,5,0,10,10,1.0,1.8,0,0,12,12,1.2,2.16,0,1,14,13,6.9,2.36,7,0,1,1,0.3,0.42,0,0,1,1,0.6,0.48,1,0,0,0,0.0,0.0,0,0,2,2,0.2,0.36,0,1,2,1,1.1,0.18,1,16.33,73.1066666667,56.7766666667,34.01133333334,15.638133333344,24.4975,0,2.493,2.493,1.4958,1.19664,2.493,0,0.0,0.0,0.0,0.0,0,64,229,165,126.1,74.52,64
Rb2Na1Al1Cl6,-2.135489393956,11,37,26,20.0,6.8,17,2,94,92,64.7,36.82,94,22.98976928,85.4678,62.47803072,43.362490788,16.8421236848,35.453,171.6,933.47,761.87,295.886,149.1432,171.6,1,17,16,11.8,6.48,17,3,5,2,3.4,0.64,3,102,220,118,133.9,40.86,102,0.82,3.16,2.34,2.314,1.0152,3.16,1,2,1,1.7,0.42,2,0,5,5,3.1,2.28,5,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,1,7,6,4.8,2.64,7,0,1,1,0.3,0.42,0,0,5,5,1.1,0.78,1,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,1,5,4,1.4,0.72,1,16.48,90.7225,74.2425,37.41533333333,21.322866666668,24.4975,0,2.493,2.493,1.4958,1.19664,2.493,0,0.0,0.0,0.0,0.0,0,64,229,165,129.6,78.72,64
